host_response_time,host_response_rate,host_is_superhost,host_total_listings_count,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,cancellation_policy,count_total
N/A,94.88888889,f,1,Capitol Hill,47.6200209,-122.3228086,Apartment,Entire home/apt,3,1,0,1,175,0,50,2,20,1,0,26,56,331,8,93,8,9,10,10,10,9,f,moderate,365
N/A,94.88888889,f,1,Capitol Hill,47.61506683,-122.3256092,Apartment,Entire home/apt,4,1,1,3,200,0,0,1,0,1,30,60,90,365,0,94.53926206,9.636392405,9.556398104,9.786708861,9.80959899,9.608915586,9.452245414,f,flexible,76
within an hour,100,f,3,Capitol Hill,47.61418122,-122.31407,Apartment,Entire home/apt,4,2,2,2,195,0,95,4,0,3,13,40,70,345,31,97,10,10,10,10,10,9,f,strict,640
within a few hours,100,f,3,Capitol Hill,47.62251079,-122.3205147,Apartment,Private room,2,1,1,1,145,0,20,1,49,1,30,60,90,365,4,93,9,7,10,10,9,9,f,strict,400
within an hour,100,f,1,Capitol Hill,47.62072838,-122.321097,Apartment,Entire home/apt,3,1,0,1,100,0,15,1,0,1,5,5,5,5,16,96,10,10,10,10,10,10,t,flexible,433
N/A,94.88888889,f,1,Capitol Hill,47.62474808,-122.320326,Apartment,Entire home/apt,2,0.5,1,2,90,0,0,1,15,2,1,1,1,1,0,94.53926206,9.636392405,9.556398104,9.786708861,9.80959899,9.608915586,9.452245414,f,flexible,354
within a few hours,100,f,7,Capitol Hill,47.61973382,-122.3227408,Loft,Entire home/apt,3,1,1,1,150,0,45,2,20,1,25,55,85,356,2,100,10,10,10,10,10,9,f,flexible,864
within a few hours,100,f,2,Capitol Hill,47.6270529,-122.3195449,House,Entire home/apt,9,3.5,5,5,550,0,175,8,50,2,30,58,88,340,19,94,9,10,10,10,10,9,f,strict,428
N/A,94.88888889,f,1,Capitol Hill,47.61495273,-122.3194119,Apartment,Private room,2,1,1,1,162,0,35,1,0,2,0,0,0,121,1,80,8,8,10,10,10,10,f,flexible,183
within a day,50,f,1,Capitol Hill,47.62379136,-122.3165141,Apartment,Entire home/apt,2,1,0,1,75,0,0,1,0,1,4,4,4,4,0,94.53926206,9.636392405,9.556398104,9.786708861,9.80959899,9.608915586,9.452245414,f,flexible,82
N/A,94.88888889,f,1,Capitol Hill,47.62687364,-122.3205175,Apartment,Entire home/apt,3,1,1,1,185,0,25,1,0,5,0,0,0,140,1,100,10,10,10,10,10,10,f,moderate,564
within an hour,100,f,1,Capitol Hill,47.63349159,-122.3223028,Townhouse,Private room,2,1,1,1,50,0,25,1,15,1,16,46,76,351,3,100,10,9,10,10,10,10,f,flexible,253
within an hour,100,f,1,Capitol Hill,47.61755581,-122.3141887,Apartment,Entire home/apt,6,1,0,3,130,0,0,1,0,2,0,26,56,331,17,88,10,10,9,9,9,8,t,flexible,164
N/A,94.88888889,f,1,Capitol Hill,47.62456396,-122.316615,Apartment,Entire home/apt,4,1,1,2,230,0,0,1,0,3,30,60,90,365,0,94.53926206,9.636392405,9.556398104,9.786708861,9.80959899,9.608915586,9.452245414,f,flexible,50
within a few hours,100,f,1,Capitol Hill,47.62202933,-122.3138698,Apartment,Entire home/apt,2,1,1,1,79,0,0,1,0,2,1,19,48,48,26,94,9,9,10,10,10,9,f,flexible,196
within a few hours,90,f,1,Capitol Hill,47.62353431,-122.315566,Apartment,Entire home/apt,2,1,0,1,85,0,25,1,0,2,20,50,80,355,11,91,10,10,10,10,10,9,f,moderate,791
within an hour,100,f,1,Capitol Hill,47.62223016,-122.3140922,Apartment,Entire home/apt,2,1,0,1,70,300,35,1,0,1,20,50,75,349,64,89,10,9,10,10,10,9,f,moderate,467
within an hour,100,f,1,Capitol Hill,47.62322021,-122.3152361,Apartment,Entire home/apt,2,1,0,1,85,0,55,2,25,1,12,42,71,328,8,100,10,10,10,10,10,10,f,moderate,500
within an hour,100,f,1,Capitol Hill,47.62379966,-122.3190342,Apartment,Entire home/apt,2,1,0,1,75,0,25,1,0,1,29,59,82,82,0,94.53926206,9.636392405,9.556398104,9.786708861,9.80959899,9.608915586,9.452245414,f,strict,386
within a day,100,f,1,Capitol Hill,47.61627093,-122.325999,Apartment,Entire home/apt,3,1,1,2,95,0,20,1,0,1,0,0,0,0,0,94.53926206,9.636392405,9.556398104,9.786708861,9.80959899,9.608915586,9.452245414,f,flexible,379
N/A,94.88888889,f,1,Capitol Hill,47.62097652,-122.3160788,Apartment,Entire home/apt,2,1,1,1,62,0,35,1,15,2,0,0,0,0,1,100,10,10,10,10,10,10,t,moderate,345
within an hour,100,f,1,Capitol Hill,47.62285599,-122.3170899,Apartment,Entire home/apt,2,1,0,1,119,350,75,2,35,1,29,59,89,364,9,96,10,10,10,10,10,9,f,moderate,418
within an hour,100,f,2,Capitol Hill,47.61982228,-122.3188161,Apartment,Entire home/apt,5,1,1,1,139,0,25,1,0,1,5,5,5,264,19,97,10,10,10,10,10,10,t,flexible,467
within a few hours,89,f,1,Capitol Hill,47.61421561,-122.3255317,Apartment,Entire home/apt,2,1,1,1,148,0,0,1,0,1,30,60,90,365,2,70,8,8,10,10,10,8,f,moderate,336
within an hour,100,f,3,Capitol Hill,47.61596662,-122.3269378,Apartment,Entire home/apt,2,1,1,1,79,100,72,1,25,2,19,19,19,102,278,89,9,8,9,10,9,9,f,strict,1061
within an hour,99,f,17,Capitol Hill,47.62571499,-122.3173103,Apartment,Entire home/apt,2,1,0,1,69,95,25,1,0,1,16,43,73,348,2,100,10,10,10,10,10,10,t,moderate,362
within an hour,99,f,17,Capitol Hill,47.62524484,-122.3164943,Apartment,Entire home/apt,1,1,0,1,59,95,25,1,0,1,0,0,2,277,1,80,10,10,10,10,10,8,t,moderate,335
within an hour,100,f,3,Capitol Hill,47.61704199,-122.3268645,Apartment,Entire home/apt,2,1,1,1,79,100,72,2,25,2,22,52,82,200,189,84,9,8,9,9,9,9,f,strict,1048
within a few hours,100,f,2,Capitol Hill,47.61662017,-122.3237145,Apartment,Entire home/apt,4,1,1,1,150,0,70,1,0,1000,30,60,90,363,8,93,9,8,9,10,10,9,f,moderate,82
within a day,70,f,1,Capitol Hill,47.62795747,-122.3246695,House,Entire home/apt,2,1,0,1,99,175,0,1,0,2,12,29,59,329,77,100,10,10,10,10,10,10,f,moderate,579
within an hour,100,f,3,Capitol Hill,47.61531029,-122.3145245,House,Entire home/apt,4,1,1,2,100,200,45,4,50,1,23,53,83,356,28,90,9,10,10,9,10,8,f,moderate,268
within an hour,90,f,1,Capitol Hill,47.61718399,-122.3182896,Apartment,Entire home/apt,2,1,0,1,75,0,35,1,15,7,9,39,59,59,22,94,10,9,9,10,10,9,t,moderate,382
within an hour,99,f,17,Capitol Hill,47.62562563,-122.318077,Apartment,Entire home/apt,2,1,0,1,69,95,25,1,0,1,0,19,39,314,2,100,9,10,10,10,10,9,t,moderate,375
within a few hours,100,f,1,Capitol Hill,47.61853364,-122.3185075,Apartment,Entire home/apt,2,1,0,1,103,400,50,0,0,3,30,60,89,89,24,96,10,10,10,10,10,9,f,moderate,326
within a day,100,f,1,Capitol Hill,47.61601587,-122.3235362,Apartment,Entire home/apt,2,1,0,1,80,0,50,2,10,2,1,1,3,278,15,88,9,9,9,10,9,8,f,moderate,714
N/A,94.88888889,f,1,Capitol Hill,47.61918172,-122.325793,Apartment,Private room,2,1,1,1,150,0,6,1,0,1,0,0,0,105,0,94.53926206,9.636392405,9.556398104,9.786708861,9.80959899,9.608915586,9.452245414,f,moderate,598
N/A,94.88888889,f,1,Capitol Hill,47.61624964,-122.3222921,Apartment,Entire home/apt,2,1,1,1,120,0,0,1,0,1,30,60,90,365,5,72,9,7,10,10,9,7,f,flexible,374
within an hour,100,f,2,Capitol Hill,47.61815864,-122.3191845,House,Private room,2,1,1,1,65,0,0,1,0,2,20,50,80,355,6,87,10,10,10,10,10,9,f,flexible,118
within a day,100,f,1,Capitol Hill,47.61541249,-122.3249676,Condominium,Entire home/apt,4,1,1,2,110,200,65,2,25,2,12,12,12,167,5,92,9,10,9,9,10,9,f,strict,601
within a few hours,100,f,2,Capitol Hill,47.63698256,-122.3217332,Apartment,Entire home/apt,6,2,3,3,395,250,175,1,0,4,1,1,4,279,0,94.53926206,9.636392405,9.556398104,9.786708861,9.80959899,9.608915586,9.452245414,f,flexible,34
within an hour,100,f,3,Capitol Hill,47.61419077,-122.3238923,Apartment,Entire home/apt,2,1,1,1,98,150,15,2,50,1,16,43,71,72,22,96,10,9,10,10,10,9,f,moderate,434
within a few hours,100,f,3,Capitol Hill,47.62545592,-122.3217415,Apartment,Entire home/apt,8,2,2,3,325,150,40,2,50,1,30,60,90,365,23,90,9,9,9,10,10,9,f,strict,521
within an hour,100,f,1,Capitol Hill,47.62379452,-122.3197506,Apartment,Entire home/apt,4,1,0,2,90,100,40,2,20,1,30,60,90,365,2,90,10,10,10,10,10,10,t,moderate,341
within a few hours,78,f,1,Capitol Hill,47.62046897,-122.3186347,Apartment,Entire home/apt,2,1,0,1,110,0,15,1,0,2,9,9,9,9,20,97,10,10,10,10,9,10,f,flexible,218
within a day,67,f,1,Capitol Hill,47.62355702,-122.3151501,Apartment,Entire home/apt,4,1,1,2,70,100,50,1,0,1,8,21,21,27,0,94.53926206,9.636392405,9.556398104,9.786708861,9.80959899,9.608915586,9.452245414,f,moderate,426
within a few hours,100,f,2,Capitol Hill,47.61640667,-122.32769,Apartment,Entire home/apt,5,2,2,2,210,150,40,2,0,1,24,54,84,359,10,96,10,8,10,9,10,9,f,strict,520
within a few hours,100,f,10,Capitol Hill,47.62383113,-122.3193042,House,Private room,2,2,1,1,49,250,39,1,9,2,0,0,0,2,11,100,10,10,10,10,10,10,f,flexible,425
within a few hours,100,f,1,Capitol Hill,47.62442077,-122.317179,Apartment,Entire home/apt,3,1,0,1,120,0,20,1,0,1,30,60,90,365,6,100,9,9,10,10,10,9,f,flexible,627
within an hour,100,f,2,Capitol Hill,47.62303614,-122.3264772,Cabin,Entire home/apt,3,1,1,1,210,0,35,2,30,1,10,40,70,345,25,95,10,9,10,10,10,10,f,moderate,700
within an hour,100,f,18,Capitol Hill,47.62198976,-122.3222552,Apartment,Private room,1,1,1,1,62,0,0,1,0,2,4,27,57,331,71,87,9,9,10,10,10,9,f,moderate,795
within a day,100,f,1,Capitol Hill,47.62239745,-122.3224995,House,Private room,2,1.5,1,1,90,0,25,1,30,4,0,17,17,146,0,94.53926206,9.636392405,9.556398104,9.786708861,9.80959899,9.608915586,9.452245414,f,strict,369
within an hour,100,f,2,Capitol Hill,47.61887953,-122.317957,Apartment,Private room,2,1,1,1,58,0,25,2,20,1,20,50,80,355,117,94,10,10,10,10,10,9,f,strict,611
within a few hours,100,f,1,Capitol Hill,47.62068045,-122.3231585,Loft,Private room,2,1.5,1,1,81,0,0,1,0,1,27,57,87,362,3,93,9,9,10,10,10,9,f,flexible,526
within an hour,100,f,7,Capitol Hill,47.61637313,-122.3246077,Condominium,Entire home/apt,6,1,2,3,99,120,100,2,25,1,30,60,90,365,3,80,8,8,8,8,10,6,f,strict,625
a few days or more,25,f,1,Capitol Hill,47.61487388,-122.3141773,Apartment,Entire home/apt,4,1,1,1,150,700,100,4,25,1,30,60,90,365,3,100,10,9,10,10,9,10,f,moderate,793
within an hour,100,f,18,Capitol Hill,47.6234304,-122.3227508,House,Private room,2,1,1,1,64,0,0,2,0,2,8,38,68,343,55,88,9,8,10,10,10,9,f,strict,601
within a day,100,f,3,Capitol Hill,47.6199512,-122.3166472,House,Entire home/apt,4,2,2,2,160,0,75,1,0,2,30,60,90,365,13,95,9,9,10,10,10,9,f,moderate,454
N/A,94.88888889,f,1,Capitol Hill,47.62217811,-122.3175717,Apartment,Entire home/apt,3,1,1,1,155,750,75,2,0,1,28,58,88,363,15,98,9,9,10,10,10,9,f,moderate,497
within an hour,100,f,1,Capitol Hill,47.6203995,-122.3174677,Apartment,Entire home/apt,2,1,1,1,135,0,0,1,0,1,2,2,2,95,8,88,9,9,9,10,9,8,f,flexible,78
N/A,94.88888889,f,1,Capitol Hill,47.61701929,-122.327147,Apartment,Entire home/apt,4,2,2,3,275,0,0,1,0,1,30,60,90,365,0,94.53926206,9.636392405,9.556398104,9.786708861,9.80959899,9.608915586,9.452245414,f,flexible,252
within a few hours,100,f,7,Capitol Hill,47.61810684,-122.3229318,House,Private room,2,1,1,1,85,0,30,1,10,1,24,54,84,355,0,94.53926206,9.636392405,9.556398104,9.786708861,9.80959899,9.608915586,9.452245414,f,flexible,866
within a few hours,100,f,7,Capitol Hill,47.61945298,-122.321126,House,Private room,2,1,1,1,85,0,30,1,10,1,25,55,85,356,0,94.53926206,9.636392405,9.556398104,9.786708861,9.80959899,9.608915586,9.452245414,f,flexible,811
within an hour,100,f,2,Capitol Hill,47.61724116,-122.3177266,House,Private room,4,1,1,2,75,0,0,1,10,2,17,47,76,76,134,80,8,8,9,9,9,8,t,strict,208
within a few hours,100,f,2,Capitol Hill,47.62619295,-122.3199551,House,Private room,2,1,1,1,120,0,25,1,0,1,27,57,87,362,36,97,10,10,10,10,10,10,f,moderate,550
within an hour,90,f,37,Capitol Hill,47.62388332,-122.3195886,House,Private room,2,0.5,1,1,79,350,35,1,18,4,30,60,90,365,10,72,8,6,9,9,10,8,f,strict,441
within a few hours,100,f,3,Capitol Hill,47.62491803,-122.3260381,House,Private room,2,1.5,1,2,79,150,25,2,49,1,25,51,76,340,132,95,10,10,10,10,10,9,f,flexible,500
within an hour,100,f,1,Capitol Hill,47.62600263,-122.323306,Townhouse,Entire home/apt,4,2.5,2,2,245,1000,180,1,0,3,10,33,59,334,0,94.53926206,9.636392405,9.556398104,9.786708861,9.80959899,9.608915586,9.452245414,f,flexible,616
N/A,94.88888889,f,1,Capitol Hill,47.61973814,-122.32101,Apartment,Private room,2,1,1,1,220,0,0,1,0,1,0,0,0,132,2,100,10,10,10,10,10,10,f,flexible,49
within a day,78,f,1,Capitol Hill,47.61699468,-122.3254853,Apartment,Entire home/apt,2,1,0,1,109,0,0,1,0,1,0,0,0,212,7,89,10,10,9,9,8,9,f,flexible,329
within an hour,100,f,2,Capitol Hill,47.61794177,-122.3168816,Apartment,Entire home/apt,4,1,0,2,79,200,65,3,15,3,24,49,72,161,5,100,10,10,10,10,10,10,t,strict,598
within an hour,90,f,1,Capitol Hill,47.6197316,-122.316815,Apartment,Shared room,2,1,1,2,45,0,25,1,10,1,14,14,14,279,15,97,9,9,10,10,10,9,t,moderate,588
within a few hours,95,f,3,Capitol Hill,47.62424754,-122.3183794,House,Private room,1,1,1,1,58,0,0,1,0,1,25,55,85,360,279,95,10,10,10,10,10,10,f,strict,535
within an hour,100,f,2,Capitol Hill,47.62224427,-122.3284876,Apartment,Entire home/apt,2,1,1,2,100,100,60,1,0,1,30,58,88,363,7,80,8,9,10,9,10,9,f,moderate,294
within an hour,100,f,1,Capitol Hill,47.61584269,-122.3255291,Apartment,Entire home/apt,2,1,1,1,80,0,50,1,0,1,0,0,0,121,9,100,10,10,10,10,10,10,f,moderate,472
N/A,94.88888889,f,1,Capitol Hill,47.6170618,-122.3258724,Apartment,Entire home/apt,2,1,0,1,100,0,0,1,0,1,0,0,0,7,0,94.53926206,9.636392405,9.556398104,9.786708861,9.80959899,9.608915586,9.452245414,f,flexible,214
within a few hours,88,f,1,Capitol Hill,47.62171343,-122.3272617,Apartment,Entire home/apt,2,1.5,1,1,169,0,0,1,0,1,14,42,72,347,15,97,10,9,10,10,10,9,f,flexible,372
within an hour,100,f,1,Capitol Hill,47.62013094,-122.3240287,Apartment,Entire home/apt,2,1,0,1,114,95,10,1,0,1,0,0,0,100,6,100,10,10,10,10,10,10,f,flexible,458
within an hour,100,f,1,Capitol Hill,47.62029731,-122.3252944,Apartment,Entire home/apt,4,1,1,2,85,125,0,2,25,3,0,0,2,95,15,97,10,9,10,10,10,10,f,strict,685
within a day,100,f,1,Capitol Hill,47.6198705,-122.3239885,Apartment,Entire home/apt,4,1,0,2,190,0,50,1,0,1,0,0,0,2,0,94.53926206,9.636392405,9.556398104,9.786708861,9.80959899,9.608915586,9.452245414,f,flexible,82
within an hour,100,f,1,Capitol Hill,47.62056469,-122.3250816,Apartment,Entire home/apt,2,1,1,1,100,0,0,1,0,1,0,0,0,208,8,95,10,10,10,10,9,10,f,flexible,488
within an hour,100,f,18,Capitol Hill,47.62335267,-122.3230689,House,Shared room,1,1,1,1,40,0,0,1,0,2,19,49,79,354,44,90,9,9,10,10,10,9,f,strict,582
N/A,94.88888889,f,1,Capitol Hill,47.62290309,-122.3259805,Apartment,Shared room,2,1,1,1,40,0,0,1,0,1,0,0,0,61,0,94.53926206,9.636392405,9.556398104,9.786708861,9.80959899,9.608915586,9.452245414,f,flexible,82
within an hour,90,f,37,Capitol Hill,47.62362134,-122.3195299,House,Shared room,1,0.5,1,1,53,350,35,1,0,4,30,60,90,365,1,100,10,10,10,10,10,10,f,strict,486
within an hour,90,f,37,Capitol Hill,47.62486044,-122.3210681,House,Shared room,1,1,1,1,65,350,35,1,0,4,30,60,90,365,0,94.53926206,9.636392405,9.556398104,9.786708861,9.80959899,9.608915586,9.452245414,f,flexible,461
within an hour,90,f,37,Capitol Hill,47.62365295,-122.3209043,House,Shared room,1,0.5,1,1,55,350,35,1,0,4,30,60,90,365,10,96,9,9,9,9,10,10,f,strict,445
within an hour,90,f,37,Capitol Hill,47.62412433,-122.3199755,House,Shared room,1,0.5,1,1,53,350,35,1,0,4,30,60,90,365,5,92,8,9,8,10,10,9,f,strict,445
within an hour,90,f,37,Capitol Hill,47.62528522,-122.3200901,House,Shared room,1,0.5,1,1,55,350,35,1,0,4,30,60,90,365,1,80,10,8,4,6,8,8,f,strict,594
within an hour,90,f,37,Capitol Hill,47.62430121,-122.3191542,House,Shared room,1,0.5,1,1,49,350,35,1,0,4,30,60,90,365,4,70,10,8,9,9,10,7,f,strict,445
within a day,50,f,1,Capitol Hill,47.62244315,-122.3157415,Apartment,Private room,2,1,1,1,75,0,10,1,0,1,0,0,0,275,6,92,9,8,9,10,10,9,f,flexible,385
within an hour,100,f,3,Capitol Hill,47.62465019,-122.3168894,Apartment,Private room,2,1,1,1,89,0,10,1,10,1,29,59,89,364,294,91,9,9,9,10,10,9,f,strict,869
within a few hours,100,f,1,Capitol Hill,47.62318659,-122.3272225,Condominium,Entire home/apt,2,1,1,1,250,300,0,1,0,1,30,60,90,365,7,100,10,10,10,10,10,9,f,flexible,371
N/A,94.88888889,f,1,Capitol Hill,47.62297911,-122.328656,Apartment,Entire home/apt,2,1,1,1,199,300,68,0,0,3,30,60,90,365,22,94,9,9,10,10,10,9,f,strict,211
within a few hours,100,f,4,Capitol Hill,47.62202852,-122.3163546,House,Private room,2,1,1,1,89,150,20,2,20,1,30,59,89,364,19,97,10,10,10,10,10,10,f,strict,774
within an hour,100,f,2,Capitol Hill,47.62164177,-122.3268448,Apartment,Entire home/apt,2,1,1,1,110,0,35,1,0,1,18,37,61,61,12,93,10,10,10,10,10,9,f,moderate,435
within an hour,100,f,2,Capitol Hill,47.61885234,-122.326262,Apartment,Entire home/apt,2,1,0,1,155,0,35,1,0,1,20,50,80,355,135,92,9,9,9,10,10,9,f,moderate,541
within an hour,100,f,8,Capitol Hill,47.62177825,-122.3237871,Apartment,Entire home/apt,4,0,1,1,119,200,88,1,0,2,30,60,90,365,52,96,10,10,9,10,10,9,f,strict,477
within an hour,100,f,2,Capitol Hill,47.61485288,-122.3239921,Apartment,Shared room,1,1,1,1,25,0,0,1,0,1,13,18,47,47,2,100,10,10,10,10,10,10,f,flexible,691
within a few hours,100,f,1,Capitol Hill,47.61481836,-122.3250582,Apartment,Entire home/apt,2,1,1,1,159,0,50,2,0,1,0,0,0,182,8,95,9,10,10,10,10,10,f,flexible,347
within an hour,96,f,2,Capitol Hill,47.61880494,-122.3188491,Apartment,Entire home/apt,5,1,1,3,125,250,60,4,25,1,21,51,81,356,8,95,10,10,10,10,10,9,f,strict,230
within a day,69,f,1,Capitol Hill,47.61681894,-122.3247123,Apartment,Shared room,2,1,1,1,25,0,0,1,10,1,22,52,82,357,39,85,9,7,9,10,10,9,f,moderate,291
within an hour,96,f,2,Capitol Hill,47.61917439,-122.3218492,Apartment,Entire home/apt,5,1,1,3,225,250,60,3,25,1,30,60,90,365,84,91,9,8,9,10,10,9,f,strict,339
within an hour,100,f,2,Capitol Hill,47.62847549,-122.3216158,Apartment,Entire home/apt,4,1,1,2,89,0,25,1,0,2,0,0,0,148,15,89,9,9,9,9,9,9,f,flexible,502
within an hour,100,f,1,Capitol Hill,47.62205783,-122.3180947,Apartment,Entire home/apt,2,1,2,1,190,0,20,2,0,2,24,54,84,359,31,93,9,10,10,10,10,9,f,moderate,709
N/A,94.88888889,f,1,Capitol Hill,47.62297719,-122.3270508,Apartment,Entire home/apt,2,1,1,1,99,0,25,2,0,1,0,0,0,2,15,97,10,10,10,10,10,9,f,moderate,96
within a day,100,f,1,Capitol Hill,47.6236286,-122.3268892,Apartment,Entire home/apt,3,1,1,2,49,150,30,1,0,2,0,0,0,103,2,100,10,10,10,10,10,10,f,strict,408
within a day,100,f,3,Capitol Hill,47.61953147,-122.3158145,House,Private room,2,1,1,1,100,0,35,1,0,1,30,60,89,89,51,94,9,9,10,10,10,9,f,moderate,408
within a few hours,95,f,3,Capitol Hill,47.62238556,-122.3147673,House,Private room,1,1,1,1,58,0,0,1,0,1,27,57,87,362,263,96,10,10,10,10,10,10,f,strict,539
N/A,94.88888889,f,1,Capitol Hill,47.62000171,-122.3169148,House,Private room,2,2,1,1,200,0,0,1,0,1,0,0,0,0,0,94.53926206,9.636392405,9.556398104,9.786708861,9.80959899,9.608915586,9.452245414,f,moderate,122
within a few hours,100,f,3,Capitol Hill,47.6149106,-122.3261158,Apartment,Private room,2,1,1,1,59,0,30,2,20,2,8,24,50,316,24,97,10,9,10,10,10,10,f,flexible,452
within an hour,100,f,1,Capitol Hill,47.62169511,-122.326681,Apartment,Entire home/apt,2,1,1,1,65,0,0,2,25,1,0,1,1,5,2,100,10,9,10,10,10,10,f,flexible,164
within a day,100,f,1,Capitol Hill,47.61669008,-122.3238819,Apartment,Entire home/apt,2,1,0,1,80,0,0,1,0,1,0,0,0,0,2,90,8,10,10,10,10,9,f,flexible,362
within an hour,99,f,17,Capitol Hill,47.6261763,-122.3176248,Apartment,Entire home/apt,2,1,0,1,69,95,25,1,0,1,2,32,62,337,2,70,6,10,10,9,10,7,t,moderate,362
N/A,94.88888889,f,1,Capitol Hill,47.62824409,-122.3190871,House,Private room,1,0,1,1,75,0,0,1,0,1,2,32,62,337,0,94.53926206,9.636392405,9.556398104,9.786708861,9.80959899,9.608915586,9.452245414,f,flexible,361
within an hour,100,f,1,Capitol Hill,47.62241455,-122.3126606,Apartment,Entire home/apt,2,1,0,1,97,0,27,1,0,2,25,52,82,357,8,95,9,10,10,10,10,9,t,moderate,621
within a day,93,f,8,Capitol Hill,47.61479098,-122.3232604,Apartment,Entire home/apt,4,1,1,1,174,0,60,1,0,3,12,19,45,302,19,98,10,10,10,10,10,9,f,strict,1147
within a few hours,95,f,3,Capitol Hill,47.62632427,-122.3170828,House,Private room,2,1,1,2,78,0,0,1,0,1,25,55,85,360,0,94.53926206,9.636392405,9.556398104,9.786708861,9.80959899,9.608915586,9.452245414,f,flexible,213
within an hour,100,f,3,Capitol Hill,47.62360708,-122.3172353,Apartment,Private room,2,1,1,1,89,0,10,1,10,1,30,60,90,365,193,90,9,9,9,9,10,9,f,strict,868
within an hour,100,f,1,Capitol Hill,47.61796415,-122.3270272,Apartment,Entire home/apt,2,1,1,1,125,200,50,1,0,3,0,26,49,324,3,60,9,6,9,9,9,7,f,strict,486
within a few hours,75,f,1,Capitol Hill,47.63504487,-122.3210174,House,Entire home/apt,4,2,2,2,130,0,80,1,0,1,24,54,83,83,3,80,8,6,8,9,7,7,f,moderate,106
N/A,94.88888889,f,1,Capitol Hill,47.62068699,-122.3274872,Apartment,Entire home/apt,4,1,1,1,132,0,0,2,40,1,30,60,90,365,11,96,10,8,10,10,10,9,f,moderate,694
within an hour,100,f,8,Capitol Hill,47.62213656,-122.3257025,Apartment,Entire home/apt,4,1,1,1,119,200,87,1,0,2,8,38,68,343,61,96,10,10,10,10,10,9,f,strict,444
within an hour,100,f,1,Capitol Hill,47.62276797,-122.3261681,Apartment,Entire home/apt,4,1,1,2,150,0,30,4,50,2,25,55,85,355,1,100,10,10,10,10,10,10,f,flexible,608
within an hour,100,f,1,Capitol Hill,47.62659131,-122.3267556,Apartment,Entire home/apt,2,1,1,2,115,250,50,1,10,1,15,45,75,350,17,95,10,10,10,10,10,10,f,moderate,474
within a few hours,80,f,3,Capitol Hill,47.62345136,-122.3258653,Apartment,Entire home/apt,4,1,1,2,99,200,88,1,0,1,26,56,82,357,0,94.53926206,9.636392405,9.556398104,9.786708861,9.80959899,9.608915586,9.452245414,f,strict,520
within a few hours,100,f,4,Capitol Hill,47.6203539,-122.3170261,House,Entire home/apt,2,1,1,1,99,200,30,2,25,1,30,59,89,364,0,94.53926206,9.636392405,9.556398104,9.786708861,9.80959899,9.608915586,9.452245414,f,strict,764
N/A,94.88888889,f,1,Capitol Hill,47.61677145,-122.3175892,House,Private room,2,1,1,1,120,100,10,1,10,1,21,44,74,346,41,93,9,9,10,10,10,9,f,flexible,533
within a day,90,f,1,Capitol Hill,47.62234268,-122.3159605,Apartment,Private room,2,1,1,1,70,0,0,1,0,2,30,60,90,365,4,90,9,9,10,10,10,9,f,flexible,22
